epoch,train_loss,val_loss,delta1,delta2,delta3,rmse,abs_rel,sq_rel,silog
100,0.0197,0.1423,0.8388,0.9642,0.9896,0.6141,0.1739,0.1336,nan
101,0.0191,0.1418,0.8314,0.9619,0.9893,0.6148,0.1763,0.1345,nan
102,0.0190,0.1396,0.8555,0.9684,0.9905,0.6108,0.1688,0.1283,nan
103,0.0191,0.1408,0.8475,0.9663,0.9897,0.6126,0.1703,0.1291,nan
104,0.0186,0.1420,0.8367,0.9640,0.9899,0.6194,0.1748,0.1350,nan
105,0.0186,0.1427,0.8298,0.9608,0.9888,0.6141,0.1765,0.1357,nan
106,0.0191,0.1460,0.8176,0.9583,0.9879,0.6195,0.1822,0.1398,nan
107,0.0187,0.1391,0.8387,0.9634,0.9897,0.6157,0.1742,0.1336,nan
108,0.0187,0.1389,0.8393,0.9636,0.9892,0.6140,0.1741,0.1326,nan
109,0.0185,0.1464,0.8217,0.9587,0.9885,0.6203,0.1797,0.1409,nan
110,0.0182,0.1450,0.8250,0.9591,0.9888,0.6190,0.1789,0.1380,nan
111,0.0178,0.1422,0.8292,0.9619,0.9891,0.6136,0.1766,0.1349,nan
112,0.0185,0.1409,0.8513,0.9661,0.9901,0.6120,0.1701,0.1295,nan
113,0.0181,0.1426,0.8359,0.9638,0.9896,0.6186,0.1746,0.1356,nan
114,0.0181,0.1434,0.8418,0.9639,0.9901,0.6187,0.1736,0.1339,nan
115,0.0180,0.1423,0.8467,0.9652,0.9902,0.6158,0.1715,0.1314,nan
116,0.0178,0.1382,0.8584,0.9680,0.9910,0.6178,0.1684,0.1278,nan
117,0.0177,0.1430,0.8261,0.9610,0.9894,0.6211,0.1779,0.1378,nan
118,0.0177,0.1439,0.8237,0.9588,0.9888,0.6165,0.1786,0.1371,0.2131
119,0.0180,0.1440,0.8313,0.9620,0.9894,0.6185,0.1761,0.1366,nan
120,0.0174,0.1441,0.8316,0.9613,0.9888,0.6184,0.1763,0.1369,nan
121,0.0174,0.1406,0.8412,0.9637,0.9896,0.6173,0.1734,0.1334,nan
122,0.0169,0.1426,0.8357,0.9630,0.9893,0.6172,0.1748,0.1340,nan
123,0.0170,0.1421,0.8275,0.9591,0.9887,0.6190,0.1782,0.1366,nan
124,0.0174,0.1402,0.8422,0.9645,0.9900,0.6170,0.1728,0.1329,nan
125,0.0177,0.1382,0.8462,0.9646,0.9898,0.6135,0.1710,0.1304,nan
126,0.0169,0.1396,0.8328,0.9616,0.9892,0.6173,0.1758,0.1353,nan
127,0.0169,0.1402,0.8389,0.9635,0.9898,0.6144,0.1732,0.1321,nan
128,0.0172,0.1411,0.8446,0.9643,0.9895,0.6144,0.1719,0.1317,nan
129,0.0167,0.1433,0.8257,0.9603,0.9887,0.6199,0.1784,0.1391,nan
130,0.0165,0.1402,0.8321,0.9616,0.9892,0.6196,0.1768,0.1361,nan
131,0.0164,0.1439,0.8273,0.9594,0.9887,0.6207,0.1784,0.1382,nan
132,0.0166,0.1477,0.8075,0.9552,0.9875,0.6247,0.1852,0.1443,nan
133,0.0163,0.1434,0.8382,0.9615,0.9892,0.6208,0.1754,0.1342,nan
134,0.0163,0.1429,0.8315,0.9596,0.9888,0.6186,0.1773,0.1365,nan
135,0.0160,0.1397,0.8324,0.9603,0.9888,0.6158,0.1765,0.1347,nan
136,0.0164,0.1439,0.8213,0.9593,0.9888,0.6256,0.1804,0.1412,nan
137,0.0162,0.1435,0.8291,0.9592,0.9885,0.6197,0.1786,0.1376,nan
138,0.0160,0.1418,0.8416,0.9639,0.9898,0.6185,0.1735,0.1347,0.2147
139,0.0161,0.1400,0.8420,0.9638,0.9896,0.6184,0.1731,0.1342,nan
140,0.0158,0.1428,0.8329,0.9609,0.9888,0.6187,0.1760,0.1374,nan
141,0.0159,0.1404,0.8242,0.9590,0.9891,0.6220,0.1795,0.1388,nan
142,0.0159,0.1397,0.8303,0.9605,0.9891,0.6174,0.1768,0.1368,nan
143,0.0160,0.1437,0.8108,0.9563,0.9881,0.6281,0.1840,0.1459,nan
144,0.0157,0.1499,0.7995,0.9513,0.9875,0.6307,0.1887,0.1495,nan
145,0.0157,0.1374,0.8415,0.9635,0.9892,0.6163,0.1733,0.1323,nan
146,0.0157,0.1413,0.8329,0.9616,0.9890,0.6171,0.1758,0.1359,nan
147,0.0158,0.1408,0.8302,0.9601,0.9890,0.6208,0.1769,0.1376,nan
148,0.0156,0.1381,0.8457,0.9640,0.9897,0.6169,0.1714,0.1313,nan
149,0.0153,0.1376,0.8522,0.9660,0.9903,0.6170,0.1699,0.1295,nan
150,0.0153,0.1405,0.8266,0.9588,0.9885,0.6186,0.1786,0.1384,nan
151,0.0155,0.1386,0.8504,0.9647,0.9899,0.6137,0.1701,0.1298,nan
152,0.0151,0.1388,0.8495,0.9660,0.9903,0.6167,0.1701,0.1306,nan
153,0.0154,0.1423,0.8255,0.9587,0.9889,0.6211,0.1785,0.1377,nan
154,0.0155,0.1433,0.8263,0.9579,0.9882,0.6186,0.1784,0.1392,nan
155,0.0153,0.1412,0.8313,0.9600,0.9885,0.6178,0.1765,0.1369,nan
156,0.0147,0.1413,0.8323,0.9612,0.9887,0.6159,0.1754,0.1350,nan
157,0.0147,0.1374,0.8441,0.9621,0.9895,0.6189,0.1735,0.1334,nan
158,0.0148,0.1390,0.8391,0.9616,0.9893,0.6166,0.1741,0.1351,nan
159,0.0150,0.1418,0.8277,0.9583,0.9884,0.6224,0.1786,0.1390,nan
160,0.0148,0.1386,0.8419,0.9636,0.9896,0.6172,0.1734,0.1332,nan
161,0.0148,0.1406,0.8239,0.9590,0.9890,0.6209,0.1787,0.1378,nan
162,0.0149,0.1438,0.8204,0.9579,0.9885,0.6236,0.1807,0.1402,nan
163,0.0144,0.1439,0.8267,0.9587,0.9887,0.6204,0.1787,0.1381,nan
164,0.0147,0.1407,0.8335,0.9616,0.9892,0.6207,0.1761,0.1371,nan
165,0.0148,0.1409,0.8360,0.9625,0.9898,0.6198,0.1750,0.1351,nan
166,0.0145,0.1402,0.8370,0.9613,0.9890,0.6192,0.1751,0.1351,nan
167,0.0145,0.1406,0.8401,0.9619,0.9894,0.6186,0.1741,0.1352,nan
168,0.0146,0.1465,0.8126,0.9558,0.9878,0.6272,0.1835,0.1458,0.2147
169,0.0144,0.1397,0.8368,0.9609,0.9893,0.6197,0.1751,0.1343,nan
170,0.0142,0.1448,0.8181,0.9574,0.9883,0.6219,0.1817,0.1414,nan
171,0.0144,0.1414,0.8244,0.9575,0.9887,0.6233,0.1801,0.1399,0.2156
172,0.0142,0.1407,0.8282,0.9591,0.9886,0.6187,0.1779,0.1364,nan
173,0.0139,0.1399,0.8413,0.9623,0.9894,0.6176,0.1734,0.1343,nan
174,0.0143,0.1406,0.8327,0.9585,0.9888,0.6212,0.1769,0.1357,nan
175,0.0142,0.1414,0.8322,0.9592,0.9885,0.6184,0.1769,0.1378,nan
176,0.0142,0.1459,0.8073,0.9527,0.9869,0.6287,0.1860,0.1479,0.2157
177,0.0141,0.1419,0.8341,0.9590,0.9889,0.6190,0.1761,0.1372,nan
178,0.0138,0.1428,0.8257,0.9570,0.9879,0.6219,0.1795,0.1396,0.2156
179,0.0142,0.1406,0.8274,0.9579,0.9887,0.6203,0.1782,0.1385,0.2146
180,0.0136,0.1415,0.8190,0.9566,0.9879,0.6235,0.1813,0.1419,nan
181,0.0139,0.1408,0.8445,0.9631,0.9891,0.6189,0.1732,0.1343,0.2151
182,0.0137,0.1421,0.8228,0.9575,0.9884,0.6216,0.1793,0.1394,nan
183,0.0133,0.1493,0.7989,0.9507,0.9870,0.6313,0.1892,0.1498,nan
184,0.0135,0.1419,0.8266,0.9568,0.9890,0.6208,0.1790,0.1381,nan
185,0.0138,0.1391,0.8424,0.9626,0.9898,0.6205,0.1733,0.1334,nan
186,0.0138,0.1414,0.8378,0.9609,0.9893,0.6197,0.1753,0.1361,0.2147
187,0.0139,0.1412,0.8308,0.9576,0.9883,0.6225,0.1780,0.1379,0.2155
188,0.0135,0.1490,0.7973,0.9513,0.9872,0.6333,0.1891,0.1517,0.2142
189,0.0137,0.1413,0.8289,0.9588,0.9888,0.6202,0.1779,0.1379,0.2138
190,0.0134,0.1392,0.8597,0.9653,0.9899,0.6198,0.1688,0.1297,0.2148
191,0.0133,0.1391,0.8476,0.9634,0.9898,0.6199,0.1721,0.1315,nan
192,0.0133,0.1400,0.8391,0.9603,0.9887,0.6218,0.1752,0.1358,nan
193,0.0133,0.1425,0.8167,0.9541,0.9871,0.6253,0.1833,0.1445,nan
194,0.0135,0.1407,0.8361,0.9602,0.9890,0.6226,0.1762,0.1374,0.2155
195,0.0132,0.1463,0.8092,0.9527,0.9871,0.6310,0.1864,0.1480,nan
196,0.0132,0.1389,0.8441,0.9625,0.9894,0.6199,0.1732,0.1341,nan
197,0.0133,0.1393,0.8280,0.9585,0.9892,0.6222,0.1782,0.1387,nan
198,0.0133,0.1396,0.8242,0.9575,0.9887,0.6250,0.1797,0.1405,nan
199,0.0131,0.1368,0.8464,0.9622,0.9892,0.6174,0.1728,0.1342,nan
200,0.0133,0.1409,0.8369,0.9597,0.9890,0.6192,0.1750,0.1362,0.2147
